review,page,scraped_at
"Menurut pengalaman pribadi saya, moist ini memiliki teksturnya ringan dan mudah meresap. Selain itu juga dapat menghidrasi kulit dan tidak meninggalkan rasa lengket atau berminyak. Yang paling mengejutkan adalah produk ini tidak menyebabkan breakout sama sekali. Dimana ini merupakan sesuatu yang jarang sekali saya temui pada pelembap lain.",60,2025-07-02T23:10:31.028428
"Saya sangat merekomendasikan produk ini kepada siapa pun yang memiliki permasalahan yang sama. Hanya saja, harga produk ini cukup mahal menurut saya.",60,2025-07-02T23:10:31.028432
"Tekstunya lembut, oke buat kulit kombinasi saya. Engga bikin kulit breakout. Worth to buy. Belinya waktu ada flashsale atau diskon biar makin murah. Packagingny jg oke, engga bulky atau gimana. Overall 8/10. Akan repurchase lagi hihiw!!",60,2025-07-02T23:10:31.028441
"Satu moisturizer yang bkin balik dan balik lagi, diluar dia memang viral banget yaa. Tapi menurutku diatuh tetap bekerja sesuai fungsinya, melembabkan, ngekunci skincare dibawahnya, buat muka lebih glow dan halus, dan lumayan mencerahkan juga di aku",60,2025-07-02T23:10:31.028450
"Skintific moisturizer warna biru wajib kalian coba gaes. Dengan tekstur ringan di kulit gak bikin bikin berminyak di kulit , cocok untuk semua jenis kulit dan bisa kamu jadikan skinprep sebelum make up . Mudah di dapatkan dengan harga terjangkau .",60,2025-07-02T23:10:31.028459
"suka banget sama moisturaizer skintific ini karena bisa memperbaiki skin barrier yang rusak dan dapat melembabkan kulit wajah, cocok untuk segala jenis kulit, membuat muka plumpy pas bangun tidurr, recomended product pokoknyaaaaaaa",61,2025-07-02T23:10:34.028678
Pertama kali coba moisturizer dimuka aku ya dari skintific ini. Meredakan kemerahan dan jerawat dimuka aku. Bikin kulit kenyal dan setiap pakai ini muka aku jadi makin glowing. Menenangkan juga ada berasan dingin dinginnya dan itu yang buat aku makin cinta dia.hehe,61,2025-07-02T23:10:34.028712
"Baru pemakaian hari pertama udah muncul 1 jerawat, besoknya muncul lagi, pas dilepas langsung brekout ya allah, aku kapok banget, muka rasanya sakit banget cenutÂ² gara-gara jerawat, aku langsung buang ke sungai nih produkð­",61,2025-07-02T23:10:34.028730
"Moisturizer yg teksturnya ringan bgt!!! Kulit aku oily di bagian T zone dan kering daerah sekitar mulut trs pake moist 5x ceramide di wajah jd lembut, lembab ringan bgt di kulit cocok untuk mengurangi kemerahan di wajah karena tekstur nya yang lembut di aplikasiin ke wajah",61,2025-07-02T23:10:34.028745
"aku beli ukuran jar besar, untuk kulitku cocok bahkan hasilnya bagus glowing, tone up skin juga diaku, tapi menurutku terlalu over price dan kaya gak asing gt sm teksurnya kaya mirip2 sama brand lain yang pernah kucoba dan harganya jauh lebih murce, dan entah kenapa aku yg salah simpan apa gmna menurutku produk ini cepet habis karena menguap gak sih? drop opini kalian dong",61,2025-07-02T23:10:34.028758
"sekali nyobain wihhh enak. jar kedua, hmm B aja. jar ketiga, kok ga ngaruh. kayaknya emang gitu ya. emang pertama make dijidat ada beruntusan jadi kalem. dibilang cerah juga ga, cuma adem sama cepet nyerep. ternyata isinya dikit, makenya paling sebulan lebih lah, makanya boros banget",61,2025-07-02T23:10:34.028772
"Produk terbagus sih, seminggu bikin kulit mulus banget. Dari awal viral sampe sekarang ga pernah berubah, sebagus itu! Apalagi kalo pakenya serangkaian langsung, kulit kaya habis treatment mulus licin",61,2025-07-02T23:10:34.028784
"Sangat sangat melembabkan, meredakan kemerahan di wajah dan sangat ringan, dan pastinya jangan sampai skintific menghilangkan prodak ini karena sangat sangat menbatu mengatasi masalah masalah pada wajah ini love you skintific muah muah",61,2025-07-02T23:10:34.028797
"Siapa sih yg gak tau moisturizer skintific ini yg sempet viral bgt, alhamdulillah pas nyobain ini emang cocok ya dan ketagihan samapi udh habis beberapa jar, dikulit aku emang ampuh sih klo wajah lagi rewel, pakai malem nya pagi udah membaik lg kulitnya",61,2025-07-02T23:10:34.028809
Sejauh pemakain ku yang kurang lebih 3 bulanan ini sangat puas banget sih pake skintific ini. Kulit aku bener bener terhidrasi banget. Pake ini doang udah kayak kulit sehat banget. Memang tidak bisa dipungkiri ini produk terlalu bagussss,61,2025-07-02T23:10:34.028864
Gong sekaleee ~~,62,2025-07-02T23:10:36.963919
"Harganya memang termasuk mahal untuk kategori moisturizer, tapi produknya worth the price ð",62,2025-07-02T23:10:36.963934
"Tekstur gel creamy, di apply di kulit langsung meleleh dan berasa banget bikin lembab. Awal pakai memang terasa berat dan sumuk, tapi setelah 3-7 hari pakai terasa banget enaknya. Setelah pakai pelembab ini, minyak di kulitku juga jadi lebih kekontrol. Luvð«¶",62,2025-07-02T23:10:36.963938
"Karena teksturnua yang ringan, pelembab ini juga cocok banget dipakai di pagi maupun malam hari. Di pagi hari ga bikin berat, di malam hari bikin kulit terasa lembab paripurna ð¥",62,2025-07-02T23:10:36.963941
"Aku beli ini waktu itu karna iseng, terus coba pake ternyata cocok, dia bisa nge calming kulit aku, jadi worth to buy sih, biasanya aku abis pake toner yg skintific yg hyaluron terus campur sama moist ini paginya muka masih lembab, cuma karna akhir"" ini muka ku lg kusam jd aku stop pemakaiam ini dlu",62,2025-07-02T23:10:36.963956
"Produk ini cukup ampuh menghidrasi kulit keringku. Baru pake sekitar satu bulan dan cocok. Aku pakainya pagi dan malam. teksturnya ringan,cair dan gampang meresap. Wanginya juga bukan yang tajam banget.",62,2025-07-02T23:10:36.963969
Ini produk bakalan ku repurchase lagi deh.,62,2025-07-02T23:10:36.963972
"Moisturiser yg wajib ada di rak skincare. Kalo kulit lg rewel karena ga cocok sama produk baru, langsung ku aplikasiin ini pagi, siang, malem (of course tetep pake sunscreen di pagi&siang hari) dan 2 harian membaik. Cuma untuk ngurangin jerawat kayanya ga terlalu ngefek. Awal2 beli yg acne set, itu b aja jerawatku tidak ada perubahan apa2. Tapi pas dicombo sama serum brightening series, mantul juga. Tipe kulitku oily dan sensitif. So far sihh ini masuk ke moisturiser teraman untuk dilayer sama serum apapun di pagi/siang/malem. Saranku sih better langsung beli yg size jumbo 80g karena lebih hemat dan lebih higienis daripada yg jar.",62,2025-07-02T23:10:36.963983
"agak telat nyobain ini di 2024, dan awalnya cukup skeptis ini beneran worth the hype apa cm viral doang, ehh ganyangka ternyata emang cocok di kulitkuð­ð«¶ð» kulitku oily, jd agak tricky kalo cari moisturizer, biasanya selalu cocok sama punya skingame yg dailykind moisturizer, karena tipe nya watery gel dan langsung melt pas di apply, sama kyak skintific ini. aku cm pake 1x di malam hari dan paginya gak bikin muka gerah. yg bikin amaze tuh kulit lg kering2nya, banyak sel kulit mati, iseng pake ini rutin jd kerasa lembab dan lembut. repurchase? YESS",62,2025-07-02T23:10:36.963993
"one step solution for any problem!!! dia bisa banget membantu kulit yang lagi iritasi kemerahan, memperbaiki skin barrier, menghaluskan wajah, teksturnya ringan dan gak lengket, dan juga bisa banget melembabkan dan menghidrasi kulitâ¤ï¸â¤ï¸",62,2025-07-02T23:10:36.964003
"Sejauh ini cuma moisturizer ini yang cocok dimuka kuu. Skin typeku kombinasi acne prone dan aku pake produknyajuga secukupnya aja udah cukup melembabkan. Kebetulan aku pake yang ukuran jumbonya (80 gram), sayangnya untuk harga 200k-300k lumayan pricey sih :( Tapi jujur ini bagus bgtt, bingung aja pas mau repurchasenyað­",62,2025-07-02T23:10:36.964013
"Teksturnya gel dan cepat menyerap di kulit. Cukup menghidrasi kulit aku yang kadang-kadang kering banget ini. Harga terjangkau banget untuk pemakaian sehari-hari, worth to buy sih. Untuk pori-pori aku mengecil, tapi belum tau ini efek dari Skintific atau rangkaian skincare aku lainnya yah.",62,2025-07-02T23:10:36.964022
"si biru kecil ini kecil kecil cabe rawit sih wkwk, waktu aku pake pertamakali muka ku masih kering bangeetttt terus sebulan pake ini tuh kek wow bener bener nolong muka ku ð¥º dari yang keringg banget jadi ngebalikin muka ku jadi lembut dan terhidrasi!!",62,2025-07-02T23:10:36.964031
"okey ini moist yg meneurut gue lumayan baguss tp kalo untuk pemakaian jangka panjang gue siii no yaaâ¦ alias woi isinya dikit bngt anjerrr sebulan dah habis itupun kalo diirit2 bngt malah jdny gue ga nyaman pakenya apalagu kulit gue combination dry yg butuh seabrek pakei moistt ð¥²ð¥²ð¥²ð¥² jujur baguss tp yaa boleh lah cari yang lain buat bisa nabunggg, tp kalo lu ga masalah sama hal ini yaa oke2 aja sii karna mang produk ini lumayan bagus menurut gueeâ¦ , oh ya satu lg gue ga suka packagingnya karna ribettt bngt wkwkw gue lebih suka yg pump",62,2025-07-02T23:10:36.964041
"Bagus bangett nihh produk aku udah abis satu jar, mana cocok lagi ini gimana rasanya wajah jadi glowing adem dan ngelembapin, minus di packing aja kadang tutupnya ga rapet jadi mleber cuma over all bagus banget di muka aku yg dry skin :) Love ð©µ",63,2025-07-02T23:10:40.256032
ini moisturizer terbaik sepanjang masa! bagus bgtt aku udh gatau habis brp jar cinta bgtt sm skintific biru inii ð­ð©·ð©·ð©·. keknya semua orang jg setuju klo moist ini bagus pol buat memperbaikin skin barrier dan ga bikin kulit kusem tp lumayan nguras kantong yaa wak hehhe. cita-cita ku beli yg 80gr wkwkwkk ð©µ,63,2025-07-02T23:10:40.256059
"Mosturizer terbaik, bisa mengatasi skin barrier tekstur nya ringan, mudah meresap bikin wajah jadi lembab. Tidak bikin kusam, mosturizer terbaik yang bisa all in one. Cocok dipakai buat umur 50+ juga lho, bisa dipakai laki laki dan perempuan juga",63,2025-07-02T23:10:40.256072
Tipe kulit aku sensitif combination.,63,2025-07-02T23:10:40.256084
"Moist ini bagus kemerahan di muka aku jadi reda,teskturnya enak di pake nya bkin nyaman dan point plus nya dia gak ada fragrance nya jdi aman untuk kulit sensitif...pokoknya klo muka lagi rewel tinggal pakein moist ini aja udah deh aman tuh muka.",63,2025-07-02T23:10:40.256088
"selain melembabkan, ga ngaruh apa apa lagi, waktu awal2 pemakaian muka ku selalu kusam setelah pakai moist ini, tapi makin sering engga kusam lagi sih.",63,2025-07-02T23:10:40.256099
"aku selalu pakai ini moist ini setelah exfo, kalo ga lagi exfo aku pakai moist pink skintific",63,2025-07-02T23:10:40.256102
"Moist yang bagus, melembapkan, bagus buat base makeup. Cocok buat semua jenis kulit, membantu meredakan merah-merah dan sensitive skin. Ukuran besar bisa lebih affordable dan hemat, up to 2-3bulan. Love this moisturizerð§¡ð§¡ð§¡ð§¡ð§¡ð§¡ð§¡ð§¡ð§¡ð§¡ð§¡ð§¡",63,2025-07-02T23:10:40.256113
"kemakan iklan banget, fomo, bnr bnr worst bgtt produk ini di muka aku, disclaimer yaa, kl cocok alhamdulillah, kalo ga cocok bye bye, definisi beda kulit beda ingredients beda beda beda beda.produk ini dipake kakakku yg dulunya dia breakout malah cocok bangett sekarang, kakakku udah hampir 2 tahun lbh make produk ini, wajahnya sekarang mulus bangett. beda lagi juga di kulitku, aku bnr bnr bnr ga cocok, dan itu yg buat aku breakout parah, so no for this product",63,2025-07-02T23:10:40.256123
"Penasaran karena viral. Produknya melembab, sesuai claim, melted di kulit, kalo pake ini siang & malam, terutama kalo malam pake, besok paginya kulit jadi plumpy. Teksturnya lembut & cepat meresap. Kemasan jar isi 30gr kayaknya, kalo buat dipake tiap hari lumayan ya, sebulan bisa abis 1jar. Harganya pricey buat aku wkwk, 2 bulan aku udah abis 2jar dan bikin boncos juga sih hehe. Repurchase? No more.",63,2025-07-02T23:10:40.256133
"moisturizer yang ringan dan cepet meresap, enakk banget teksturnya, bikin wajah lembab juga. bener bener bisa bikin skin barier ku membaikk. tidak bikin kusam tapi ga bikin cerah juga. bisa calming jerawat yg baru muncul.",63,2025-07-02T23:10:40.256143
"Definisi pelembab dengan tekstur gel yang ringan, mudah di apply, gak ada aromanya, warnanya putih. Ada aplikator buat ngambil produknya juga. Bikin wajah lembab, memperbaiki skin barrier, gak mudah jerawatan. Kulit wajah jadi lebih sehat.",63,2025-07-02T23:10:40.256152
"Selama aku pakai moist cream ini, merasa seger dan fresh gitu sih, cuman kayaknya ini ga semua cocok di kulit orang orang tertentu karena di tipe kulitku yang kering ini, ini kurang cocok karena aku jadi sedikit beruntusan gitu keluar kecil kecil, gatau karna pakenya kebanyakkan atau emang gacocok, jadi waktu itu aku stop, cuman dipake adek aku yg oily dan acne skin ini cocokkk!!!",64,2025-07-02T23:10:48.199526
"i hate this produck so much!!!! 3 hari pake langsung kena fungal acne terparah sampe kelopak mata dan bawah rahang deket leher, gue bukan buzzer produk lain, i swear to god.",64,2025-07-02T23:10:48.199558
"2 kali kena fungal acne karna produk ini. yang pertama gue kira karna produk lain karna baru coba skincare lain juga, oke gue stop.",64,2025-07-02T23:10:48.199565
"gue kira produk dia aman makanya gue pake lagi buat yang kedua kali, dannnn fungal acne nya lebih parah dari sebelumnyaâ¼ï¸â¼ï¸â¼ï¸â¼ï¸",64,2025-07-02T23:10:48.199569
byee skintific moist biru.,64,2025-07-02T23:10:48.199573
moisturizer ini salah satu yg buat skin barrier aku membaik karena dlu pernah salah pake produk yg gk cocok dan buat kulit aku sensitif bgt pake apapun dan alhasil balik ke basic skincare. udh repurchase 5x lebih dan pake konsisten akhirnya kulit aku udh gk sensitif lagi.,64,2025-07-02T23:10:48.199588
"Ini sumpah ga ada gantinya!!! Aku acne fighter, dan kek jdi muncul satu dua aja loh pake ini, cuma pake ini dan 1 minggu 2x aku pake peeling serum elformula.",64,2025-07-02T23:10:48.199600
"Sempet coba ke skin1004 dan breakout parah, emng ga bisa move on sih dri moist satu ini!!!!",64,2025-07-02T23:10:48.199604
"moisturizer ini aku beli karena viral ya , katanya bagus banget",64,2025-07-02T23:10:48.199617
"tp utk aku yg tipe mukanya dry-combi ini tu kurang ngelembapin , nth mmg kurang cocok di aku atau gmn",64,2025-07-02T23:10:48.199621
pas di pake ya gitu2 aja gak ada perubahan apapun,64,2025-07-02T23:10:48.199624
repurchase ? g dlu de .,64,2025-07-02T23:10:48.199627
"kulit aku type dry , kemarin awal pakai lumayan ngebantu buat ngelembabpin tpi sofar yang ak rasa cuma lembab aja dan itu gak bertahan lama, gak bsa ngecerahin jga",64,2025-07-02T23:10:48.199639
menurut aku kurang klo di produk ini,64,2025-07-02T23:10:48.199643
"Thanks to this moisturizer! My very first skincare & moist when aku belum sama sekali ngerti ttg skincare, awal nyoba emang blm keliatan tpi lama-lama my skin barrier becomes more healthy yeaahhh! & Stelah itu aku lgsg beli yang botolan, Luvvâ¥ï¸",64,2025-07-02T23:10:48.199654
"I only use this alone without the rest of the barrier repair series, bnrn cuma moisturizernya aja. Tpi aku kombinasiin sm toner cicanya originote.",64,2025-07-02T23:10:48.199667
Ganyampe seminggu kulitku mendingan bgt yg awalnya merah2 iritasi bnyk tiny bumps (malah bimpsnya sempet makin merah makin gede pas make avane restorative cream ð­),64,2025-07-02T23:10:48.199671
"Pas pake moist ini ko jdi ngempes, bbrp bumps ilang, merah2nya jg berkurang bgt ð­ less in a week???? Fr bro",64,2025-07-02T23:10:48.199674
"Tpi boros bgt zuzur buat yg tipe kulitnya kering ky ak, trs mayan pricey buat dompet mahasiswa",64,2025-07-02T23:10:48.199681
"Perfect skincare for skin barrier!! Skin barrier ku sempat parah dan juga kulit jadi merah merah sensitif tpi ku pakai moist ini jdi lama lama sembuh dan juga kulit ku jdi lebih kenyal moist gtun, setelah exfo boleh jg pake moist ini tpi diperhatikan kandungan produknya lgi",64,2025-07-02T23:10:48.199695
"Dikasih sodara buat nyobai. Produk barrier mosturizer yg ada kandungan ceramidenya. Teksturnya enak, feels dipakai juga enak. Gabikin gerah, gampang meresap, tapi pakainya jangan banyak2 supaya ga repot utk ngeblend dan meresap dikulitnya. Harganya moderate. Gampang dicari. Rekomen buat dicoba",64,2025-07-02T23:10:48.199708
"first moisturizer that really helps my skin problems! Permasalahan kulit aku yang sering kusam, kering, bruntusan, beneran teratasi :''",65,2025-07-02T23:10:51.604610
"Kalo jidat lagi beruntusan, terus dipake ini malam, besoknya hilang donggg! udah repurchase sampai 4x, tapi makin kesini makin banyak moist yang bagus dan harganya lebih affordable jadi udah ganti deh. Belinya di official store ya soalnya pernah beli di toko oren antah berantah yang bukan official daaann aku dapat yang KW. Aku bandingkan dengan sisa moist yang ori dari structure, dan dampak yang timbul di muka juga beda :( mukaku malah jadi kusam deh.",65,2025-07-02T23:10:51.604627
Walaupun udah ga pake lagi tapi ini tetap jadi moist fav akuu,65,2025-07-02T23:10:51.604633
"moisturizer ini aku pake udah hampir 3tahun, jujur moist ini bisa banget ngebantu perbaiki skim barrier aku yang bisa dibilang sempet rusak parah dan gampang jerawatan dan super sensitif juga, emang agak pricey untur seukuran itu tapi belum nemu yang sebagus ini dg harga affordableð­",65,2025-07-02T23:10:51.604651
"pake nya udah lumayan lama tapi review nya baru sekarang, waktu pake itu beberapa kali aku langsung tau kalo aku nggak cocok pake ini mungkin karena emang kulit aku nggak bersahabat dengan ceramide, waktu pake itu dimalam hari paginya muka aku langsung oily banget tapi dia cukup lengket untuk dijadiin base makeup, jadi ya tergantung kulit Masing2",65,2025-07-02T23:10:51.604666
"Beli karena heboh banget di Tiktok dan media sosial lainnya. Teksturnya ringan banget, cepat menyerap dan gak bikin kulit terasa greasy. Packagingnya jar, cukup makan tempat kalo dibawa pas travelling. Untungnya moisturizer ini gak ada bau atau wangi aneh sih, gak mengganggu pas digunakan di wajah. Untuk harga sih menurutku pribadi cukup mahal ya untuk ukuran segitu.",65,2025-07-02T23:10:51.604679
"Pertama kali beli produk ini tuh di BandungxBeauty dan udah abis around 8 jar selama hampir setahun ini. Awalnya penasaran beli karena produknya hype banget dan aku ngerasa ini bisa jadi alternatif dari moisturizer dengan kandungan serupa tapi lebih pricey, setelah pakai, so far so good! Menurutku produknya melembabkan, enggak bikin kulitku yang super oily jadi 'berat', tapi juga ini enggaa mengontrol minyak yaa (wajar karena fokus produknya emang enggak ke situ). Buat kulitku yang emang gampang kemerahan, produknya lumayan meredakan kemerahan, tapi yaa so so ajaa. Jarnya juga hygiene soalnya udah ada spatula buat ngambil produknya xixixixixi. Produknya juga aman dipakai under makeup yaa, enggak bikin pilingð",65,2025-07-02T23:10:51.604691
"pelembab ini teksturnya pas di kulit dan ga bikin berminyak dibanding varian yg pink. gaada wanginya sama sekali, gampang meresap setelah di apply, terus jg bsa dipake bareng skincare dgn kandungan aktif (terutama bareng retinol sama exfo aha bha). tp efek yg ak rasain cmn moist di muka aja gaada efek gmn2 buat jerawat ataupun bruntusan.",65,2025-07-02T23:10:51.604703
"Sudah banyak botol yang habis saat pakai ini, jujur gapaham bagusnya gimana karena aku kalo pakai apa-apa gapernah kasih perbandingan before-after gitu. Tapi moist ini sangat aku suka, teksturnya yang light dan ringan serta mudah serap. Pemakaian rutin pagi malam 1 bulan jg udh keliahatan bgt ke kulit. Sukaaaaaa walaupun harganya lumayan mehong ya say hihi. Tapi aku ttp repurchase utk skintific ini. love bgttt!!",65,2025-07-02T23:10:51.604715
"OMG this is my Holy Grail. Sebelum pindah ke Aussie kurleb 2 tahun yang lalu si biru ajaib ini trending banget tapi belum sempet nyobain. Dan di aussie susah banget nyari skincare yang cocok buat aku, jujurly karena ga punya waktu banyak ya untuk searching2 produk2 haha. Jadi selalu ngandelin produk2 yang lagi booming di indonesia. Buat dapetinnya sendiri susah banget karna harus Jastip! + Mahal banget buat bayar jastipnya haha.",65,2025-07-02T23:10:51.604728
"Tapi akhirnya nyobain dan langsung dibuat jatuh cinta sama dia. Kalo dihitung2, mungkin aku udah ngabisin 15 botol lebih yg 80ml karna selalu beli yg besar buat stock & pakai ð",65,2025-07-02T23:10:51.604731
"Please buat kalian yang struggle sama skin barrier, kulit kering, sensitif, apapun itu pastiiii jatuh cinta sama produk iniii.",65,2025-07-02T23:10:51.604734
"Ga pahaaaam kenapa banyak yg suka sama moist ini. Mungkin emang cocok2an ya. Di aku kurag cocok. Wajahk tipe yg berminyak. Moist ini klo dipake di pagi-siang kerasa berat dan bikin wajah aku makin berminyak. Kecuali kalo kalian ada di ruanganber-AC mungkin enak ya. Jadi aku pake malam aja, kalo malam enak besoknya wajah langsung lembut. Tapi aku tetep kurang suka untuk wajahku. Nanti mau coba varian lain. Untuk harga standar.",65,2025-07-02T23:10:51.604746
Memilih moisturizer dengan kulit wajah berjenis kombinasi+acne+sensitif menjadi tantangan tersendiri buat saya. moisturizer drugstore yg pernah saya beli hampir selalu tidak cocok.,65,2025-07-02T23:10:51.604758
"Tapi melihat iklan dan testi banyak yg cocok,akhirnya membuat saya memberanikan diri mencoba skintific.",65,2025-07-02T23:10:51.604762
"Awal pemakaian ga ngaruh apa2 walaupun memang wajah tampak agak berminyak dan kusam. Setelah hampir 1mgg pemakaian, ternyata timbul jerawat1-2 biji dan sedikit beruntusð¥². Sedih sih karena ternyata produk hype dan cocok di banyak orang ini ga cocok juga dikulit saya.",65,2025-07-02T23:10:51.604765
"Saya kasih ke kakak, ternyata cocok.ð¥¹",65,2025-07-02T23:10:51.604769
Perjuangan saya mencari moisturizer drugstore yg cocok ternyata masihharus terus berlanjut ð«,65,2025-07-02T23:10:51.604772
"Produknya bagus dan nyaman ketika di pakai di kulit wajah, melembabkan kulit dan tidak mengganjal ketika dipakai, mengurangi skin barrier, cocok di kulit aku, lumayan mencerahkan warna kulit juga dan",66,2025-07-02T23:10:54.421882
"Cocok di muka, membuat kulit lebih halus. Cukup melembapkan wajah. Kemerahan di wajah juga berkurang dengan penggunaan yang konsisten. Muka jadi lebih terhindar dari jerawat setelah penggunaan produk ini.",66,2025-07-02T23:10:54.421921
"Gak begitu banyak perubahan, tapi oke kulit aku nahan minyak tapi, jerawat susah hilang, harga nya juga kurang ramah di kantong pelajar karena, karena waktu aku pake produk ini cukup lama nabung nya.",66,2025-07-02T23:10:54.421944
"pertama pakai moist dan langsung jatuh hati, awal beli coba2 karena review nya bagus, akhirnya repeat order ke 3x nya,, harga pricey but worth it. Tekstur ringan banget cocok dipakai harian, wanginya soft dan cocok di kulit aku yang combinasi.. luv best pokoknya untuk moist inið©µ",66,2025-07-02T23:10:54.421962
"Cocok banget ke muka aku, mudah di aplikasikan kewajah. Produk juga mudah dicari. Ada yang travel size juga yang mudah dibawa untuk traveling. Kemasan pam yang mudah diaplikasikan ke tangan dan tidak mengotori isi dalam produk.",66,2025-07-02T23:10:54.421979
"Awalnya iseng pake ini karena banyak yang bilang bagus jadi penasaran soalnya kebetulan pas nyoba tuh skin barrier lagi rusakrusaknya karena pernah pake cream dokter yang ngandung steroid jadi rusak parah setelah pake beberapa bulan bener"" keliatan banget hasilnya",66,2025-07-02T23:10:54.422008
"mositnyaa emng juara siii, apa lagi dulu aku pernah jerawatan parahh, jadi aku balik ke basic skincare. Alhamdulillah sekarang udahh mendingan bgtttt. taapii yaaa emng agak priceeee harganyaaa. TAPI BAGUS BGT KOâ¤ï¸â¤ï¸â¤ï¸",66,2025-07-02T23:10:54.422021
"Produknya oke bgt, melembabkan dan memperbaiki skin barrier, tp sayang harganya bikin agak nangis yaa kalo pas lagi ga ada promo ð­",66,2025-07-02T23:10:54.422035
"Kalau mau beli, better yg versi gedenya sekalian, krn jatuhnya lebih hemat sii",66,2025-07-02T23:10:54.422039
"Beneran memperbaiki skin barrier muka yang rusak, melembabkan kulit wajah juga, tapi sayang harganya terlalu mahal untuk isinya yang sedikit. Better next isinya ditambah atau harganya dikurangi sedikit",66,2025-07-02T23:10:54.422052
"Worth to buy banget nih produk, meskipun harga mehong tapi sesuai claim memperbaikin skin barrier yang rusak. Aman untuk kulit yang sensitive dan melembabkan kulit. Dan kalo dipake tuh rasa nya bikin adem gitu di kulit",66,2025-07-02T23:10:54.422065
"Sesuai sperti claim produknya bisa memperbaiki skin barrier yg rusak, tekstur ringan dan cocok bagi kulit yg sensitif. Meskipun harganya terbilang mahal tp worth it dengan hasil penggunanya selama beberapa bulan ini.",67,2025-07-02T23:10:57.478031
Ini moist kecintaanku yg paling cocok di kulit ku tekstur nya kayak gel ringan banget di kulit cepet myerah juga gak nambah berminyak ataupun lengket di kulit ku yg kombinasi berminyak aja di tetep buat kulit sehat dan kenyal gitu loh pokoknya aku selalu beli yg size besar kalo yg jar boros banget wkwk,67,2025-07-02T23:10:57.478055
"Awalnya aku penasaran itu karena banyak banget yang seliweran di tiktok. Karena moisturizer punyaku juga udah habis, akhirnya aku beli lah skintific 5x ceramide di toko kosmetik terdekat. Ga nyangka, ini beneran sesuai claim... Nampol bikin wajah ketarik dan lembabâ¨â¨â¨ malemnya pake ini besoknya langsung semriwing chalming â¤ï¸",67,2025-07-02T23:10:57.478069
"Awalnya beli ini karena cocok pake yg travel size. Bikin calming di muka terus lembab, pokoknya bikin kulit aku yg waktu itu lagi bruntusan agak better. Tapi setelah beli yg jar gede makin lama jadi makin biasa aja. Kayak gak ngaruh apa2 di kulit aku. Sekarang malah lagi bruntusan lagi wajahku.",67,2025-07-02T23:10:57.478080
"Baru pertama kali coba dan cocok banget di kulitku! Texture dan moistnya bener2 pas untuk kulit normal cenderung kering. Lumayan mengurangi flek hitam, bekas jerawat dan texture kulit yang mulai keliatan kasar. Biar efektif mencerahkan wajah, bisa dikombinasikan dengan serum vitamin C. Pemakaian 2x sehari pagi & malam.",67,2025-07-02T23:10:57.478091
Oily & acne prone skin,67,2025-07-02T23:10:57.478102
"It works tp ga se-wow yg org blg, tp depends on ur skin jg. For me it does reduce blemishes tp ga significant. Makin dipake makin ga ngefek di aku. Jar pertama bikin kulit aku lumayan mulus si, free from acne n blemishes for a month.",67,2025-07-02T23:10:57.478106
"Moist aku yang paling cocok dan ngaruh ya ini. Dari tekstur, gel putih dan mudah di blend. Selama pakai moist ini. Rasanya enak dan ringan di muka. Terus moist ini juga cepat kering. Jadi di timpa pake foundy gak takut longsor. Malah jadi nahan banget di muka aku yang oily. Cocok, kulit aku oily",67,2025-07-02T23:10:57.478115
"Cukup calming di kulit berjerawat oily dan sensitifku. Tidak menimbulkan purging, breakout dan texturenya oke juga. Tapi menurut saya, kurang cocok dengan hype nya, karena efekny tidak begitu signifikan. Repurchase beberapa kali.",67,2025-07-02T23:10:57.478125
"di muka aku, moist ini skill nya cuman moist aja, ga lebih ga kurang, cobain karena viral claimnya bagus2 pas coba yaa not bad but not that good, habis dalam waktu sebulanan, tekstur okesih gel cocok di muka oily, cepat meresap juga, repurchase? ga dulu syay, terlalu pricey dengan botol seimut itu untuk aku",67,2025-07-02T23:10:57.478135
"Moisturizer pertama yang bener2 nyaman dikulit dan ngga bikin perih. Buat aku skintype-nya dryskin bener2 ngelembabin, walaupun bikin kantong boros. Besttt sihð«¶ð»",67,2025-07-02T23:10:57.478145
Cuma skrng lagi beralih coba2 skincare dari brand lain biar banyak refrensi,67,2025-07-02T23:10:57.478148
Moist yang paling nyaman dipakai dimuka ku yang berminyak dan kusam. Gampang nyerapnya dan gak bikin lengket dikulit. Pakai ini sebulan wajah kerasa banget jadi bersih dan sehat gak buat kulit kusam. Minus nya cuma diharga yang sangat pricey buat ukuran segitu. Dan cepet banget habisð­,68,2025-07-02T23:11:00.328870
"Recomend buat yang pengen kulit lebih terasa lembut,tapi harus pemkaian rutin dan bersabar.karena efeknya lumayan lama jadi harus rutin.tapi sejauh ini untuk kulit sensitif masih oke di pake,dan bisa di jadiin skinprep juga.recomen sejauh iniâ¨ð«°ð»",68,2025-07-02T23:11:00.328918
"Ini jadi moisturizer andalanku sekarang kalo kulit ku lagi rewel. Kulitku kering, dehidrasi, sensitif. Aku cobain pake ini okeey. Ga ada breakout sma sekali. Malah dia bikin calming kulitku. Harus dipakai sama toner biar kulit ku lebih lembab. Teksturnya sukaa pol. Gel yg ringan, dan mudah meresap.",68,2025-07-02T23:11:00.328949
